road,id,model_type,name,lat,lon,length,condition,lrp
N1,1000321,link,link 278,23.1681382,91.3213604,9,,LRP128a
N1,1000322,bridge,Bridge start,23.1681382,91.3213604,0,B,LRP128a
N1,1000323,link,link 279,23.172916,91.3205271,538,,LRP128
N1,1000324,link,link 280,23.1773604,91.3198049,500,,LRP127a
N1,1000325,link,link 281,23.1826382,91.3210827,601,,LRP127
N1,1000326,link,link 282,23.1866108,91.3212771,442,,LRP126b
N1,1000327,link,link 283,23.1866941,91.3212493,10,,LRP126a
N1,1000328,bridge,BOSONTA PUR BOX CULVERT,23.1866941,91.3212493,6,C,LRP126a
N1,1000329,link,link 284,23.1909997,91.3192493,521,,LRP126
N1,1000330,link,link 285,23.1921108,91.3185549,142,,LRP125a
N1,1000331,link,link 286,23.1990274,91.3170549,784,,LRP125
N1,1000332,link,link 287,23.201,91.3168049,221,,LRP124a
N1,1000333,link,link 288,23.2078889,91.3159722,771,,LRP124
N1,1000334,link,link 289,23.2103056,91.3157222,270,,LRP123a
N1,1000335,link,link 290,23.2165556,91.3149167,700,,LRP123
N1,1000336,link,link 291,23.2184993,91.3143889,223,,LRP122b
N1,1000337,link,link 292,23.221416,91.3137222,331,,LRP122a
N1,1000338,link,link 293,23.2253882,91.3135833,442,,LRP122
N1,1000339,link,link 294,23.2275549,91.3135278,241,,LRP121b
N1,1000340,link,link 295,23.2314993,91.3132222,440,,LRP121a
N1,1000341,link,link 296,23.2343052,91.3131667,312,,LRP121
N1,1000342,link,link 297,23.2344997,91.3131667,22,,LRP120b
N1,1000343,link,link 298,23.2416941,91.3123611,804,,LRP120a
N1,1000344,link,link 299,23.243083,91.3119167,161,,LRP120
N1,1000345,link,link 300,23.2452774,91.3110556,259,,LRP119d
N1,1000346,link,link 301,23.2481663,91.3098889,343,,LRP119c
N1,1000347,link,link 302,23.248333,91.3098056,20,,LRP119b
N1,1000348,bridge,Bridge start,23.248333,91.3098056,0,B,LRP119b
N1,1000349,link,link 303,23.249833,91.3091944,178,,LRP119a
N1,1000350,link,link 304,23.2511944,91.3086389,162,,LRP119
N1,1000351,link,link 305,23.2587222,91.3074444,846,,LRP118a
N1,1000352,link,link 306,23.2601111,91.3072778,155,,LRP118
N1,1000353,link,link 307,23.2636667,91.30675,399,,LRP117c
N1,1000354,link,link 308,23.2654444,91.3064444,200,,LRP117b
N1,1000355,link,link 309,23.2677493,91.3054722,275,,LRP117a
N1,1000356,link,link 310,23.2686382,91.3049722,111,,LRP117
N1,1000357,link,link 311,23.2768882,91.3011944,995,,LRP116
N1,1000358,link,link 312,23.2787216,91.3002778,224,,LRP115a
N1,1000359,link,link 313,23.283583,91.2952219,748,,LRP115
N1,1000360,link,link 314,23.2876663,91.2936386,482,,LRP114a
N1,1000361,link,link 315,23.2919163,91.2922219,494,,LRP114
N1,1000362,link,link 316,23.2959719,91.2915274,457,,LRP113b
N1,1000363,link,link 317,23.296083,91.2914997,13,,LRP113a
N1,1000364,bridge,Bridge start,23.296083,91.2914997,0,B,LRP113a
N1,1000365,link,link 318,23.3006111,91.290333,517,,LRP113
N1,1000366,link,link 319,23.30425,91.288583,442,,LRP112a
N1,1000367,link,link 320,23.3086944,91.2864163,541,,LRP112
N1,1000368,link,link 321,23.3096389,91.2861386,109,,LRP111c
N1,1000369,link,link 322,23.31475,91.2845552,591,,LRP111b
N1,1000370,link,link 323,23.3149444,91.2844719,23,,LRP111a
N1,1000371,bridge,Bridge start,23.3149444,91.2844719,0,B,LRP111a
N1,1000372,link,link 324,23.3171382,91.2836941,257,,LRP111
N1,1000373,link,link 325,23.3240827,91.279166,900,,LRP110b
N1,1000374,link,link 326,23.324166,91.2791104,11,,LRP110a
N1,1000375,bridge,Bridge start,23.324166,91.2791104,0,B,LRP110a
N1,1000376,link,link 327,23.3246382,91.278666,69,,LRP110
N1,1000377,link,link 328,23.3321938,91.2734716,994,,LRP109
N1,1000378,link,link 329,23.3347219,91.271166,367,,LRP108c
N1,1000379,link,link 330,23.3357219,91.2703049,142,,LRP108b
N1,1000380,link,link 331,23.3360274,91.2700549,42,,LRP108a
N1,1000381,bridge,Bridge start,23.3360274,91.2700549,0,B,LRP108a
N1,1000382,link,link 332,23.3390552,91.2672216,444,,LRP108
N1,1000383,link,link 333,23.3463608,91.2616944,989,,LRP107
N1,1000384,link,link 334,23.3486386,91.2599444,310,,LRP106a
N1,1000385,link,link 335,23.3536944,91.2561389,683,,LRP106
N1,1000386,link,link 336,23.3584444,91.2533333,601,,LRP105b
N1,1000387,link,link 337,23.3586389,91.25325,23,,LRP105a
N1,1000388,bridge,Bridge start,23.3586389,91.25325,0,B,LRP105a
N1,1000389,link,link 338,23.3615278,91.2515556,365,,LRP105
N1,1000390,link,link 339,23.3683327,91.2471108,882,,LRP104a
N1,1000391,link,link 340,23.3695827,91.2462774,163,,LRP104
N1,1000392,link,link 341,23.377166,91.2409163,1005,,LRP103
N1,1000393,link,link 342,23.3777493,91.2405274,76,,LRP102b
N1,1000394,link,link 343,23.3779716,91.2403608,30,,LRP102a
N1,1000395,bridge,Bridge start,23.3779716,91.2403608,0,B,LRP102a
N1,1000396,link,link 344,23.3843886,91.2351108,892,,LRP102
N1,1000397,link,link 345,23.3849719,91.2346108,83,,LRP101c
N1,1000398,link,link 346,23.385083,91.2345552,14,,LRP101b
N1,1000399,link,link 347,23.3914441,91.2293049,887,,LRP101a
N1,1000400,link,link 348,23.3915274,91.2292493,11,,LRP101
N1,1000401,link,link 349,23.398213447804338,91.22288776581436,987,,LRP100
N1,1000402,link,link 350,23.4035556,91.2178049,789,,LRP099b
N1,1000403,link,link 351,23.40375,91.2176382,28,,LRP099a
N1,1000404,bridge,Bridge start,23.40375,91.2176382,0,B,LRP099a
N1,1000405,link,link 352,23.4048056,91.2165278,163,,LRP099
N1,1000406,link,link 353,23.4100278,91.2090833,956,,LRP098a
N1,1000407,link,link 354,23.4100833,91.2087778,32,,LRP098
N1,1000408,link,link 355,23.4113056,91.1988886,1018,,LRP097
N1,1000409,link,link 356,23.4125,91.1893886,978,,LRP096
N1,1000410,link,link 357,23.4130556,91.1849163,461,,LRP095b
N1,1000411,link,link 358,23.4131111,91.1846663,26,,LRP095a
N1,1000412,bridge,Bridge start,23.4131111,91.1846663,0,B,LRP095a
N1,1000413,link,link 359,23.4149444,91.1801382,505,,LRP095
N1,1000414,link,link 360,23.4191382,91.1721938,935,,LRP094a
N1,1000415,link,link 361,23.4195271,91.171416,90,,LRP094
N1,1000416,link,link 362,23.4213604,91.167666,434,,LRP093c
N1,1000417,link,link 363,23.423416,91.1632778,503,,LRP093b
N1,1000418,link,link 364,23.4235827,91.1629722,36,,LRP093a
N1,1000419,bridge,Bridge start,23.4235827,91.1629722,0,B,LRP093a
N1,1000420,link,link 365,23.4236938,91.1626944,31,,LRP093
N1,1000421,link,link 366,23.4288882,91.1553889,943,,LRP092
N1,1000422,link,link 367,23.4373886,91.1521944,1000,,LRP091
N1,1000423,link,link 368,23.4425274,91.1497774,622,,LRP090
N1,1000424,link,link 369,23.4469441,91.1481386,519,,LRP089c
N1,1000425,link,link 370,23.4486386,91.1472497,209,,LRP089b
N1,1000426,link,link 371,23.448833,91.1471386,24,,LRP089a
N1,1000427,bridge,Bridge start,23.448833,91.1471386,0,B,LRP089a
N1,1000428,link,link 372,23.4513056,91.1460552,296,,LRP089
N1,1000429,link,link 373,23.459,91.142333,936,,LRP088a
N1,1000430,link,link 374,23.4595833,91.1421386,68,,LRP088
N1,1000431,link,link 375,23.4682216,91.1394441,999,,LRP087
N1,1000432,link,link 376,23.4767216,91.1364441,993,,LRP086
N1,1000433,link,link 377,23.4800827,91.1276382,973,,LRP085
N1,1000434,link,link 378,23.4793327,91.1234716,433,,LRP084b
N1,1000435,bridge,TIPRA BAZAR BOX CULVERT,23.4793327,91.1234716,1,A,LRP084b
N1,1000436,link,link 379,23.4789716,91.118166,543,,LRP084a
N1,1000437,link,link 380,23.4789716,91.1179993,17,,LRP084
N1,1000438,link,link 381,23.4789438,91.1177216,28,,LRP083a
N1,1000439,link,link 382,23.4779993,91.1055278,1248,,LRP083
N1,1000440,link,link 383,23.4778604,91.1036111,196,,LRP082a
N1,1000441,link,link 384,23.4775549,91.0986663,505,,LRP082
N1,1000442,link,link 385,23.4781938,91.0889997,988,,LRP081
N1,1000443,link,link 386,23.4770271,91.0794716,980,,LRP080
N1,1000444,link,link 387,23.4770827,91.0789993,49,,LRP079a
N1,1000445,link,link 388,23.4801104,91.0706382,917,,LRP079
N1,1000446,link,link 389,23.4815549,91.0613611,960,,LRP078
N1,1000447,link,link 390,23.4815271,91.0590278,238,,LRP077a
N1,1000448,link,link 391,23.4821382,91.0516944,751,,LRP077
N1,1000449,link,link 392,23.4820827,91.0504167,130,,LRP076a
N1,1000450,link,link 393,23.4814716,91.0419719,864,,LRP076
N1,1000451,link,link 394,23.481166,91.0404441,159,,LRP075a
N1,1000452,link,link 395,23.4827771,91.0321382,866,,LRP075
N1,1000453,link,link 396,23.4846386,91.0229438,960,,LRP074
N1,1000454,link,link 397,23.488333,91.0140833,993,,LRP073
N1,1000455,link,link 398,23.4889441,91.01225,199,,LRP072b
N1,1000456,link,link 399,23.4890552,91.0120278,26,,LRP072a
N1,1000457,bridge,Bridge start,23.4890552,91.0120278,0,B,LRP072a
N1,1000458,link,link 400,23.4893052,91.0112778,81,,LRP072
N1,1000459,link,link 401,23.4896108,91.0043056,712,,LRP071
N1,1000460,link,link 402,23.4893886,91.0034722,89,,LRP070b
N1,1000461,link,link 403,23.4894441,91.0033056,18,,LRP070a
N1,1000462,link,link 404,23.4911386,90.9950274,865,,LRP070
N1,1000463,link,link 405,23.4942497,90.985833,999,,LRP069
N1,1000464,link,link 406,23.4951386,90.9829993,305,,LRP068a
N1,1000465,link,link 407,23.4942219,90.9765549,665,,LRP068
N1,1000466,link,link 408,23.4972774,90.9674716,987,,LRP067
N1,1000467,link,link 409,23.4980552,90.9660278,171,,LRP066a
N1,1000468,link,link 410,23.4986386,90.9651111,114,,LRP066
N1,1000469,link,link 411,23.4995274,90.9541667,1120,,LRP065
N1,1000470,link,link 412,23.5020278,90.9448886,986,,LRP064
N1,1000471,link,link 413,23.5028611,90.9412774,380,,LRP063c
N1,1000472,link,link 414,23.5038611,90.9371386,436,,LRP063b
N1,1000473,link,link 415,23.5043333,90.9354719,178,,LRP063a
N1,1000474,link,link 416,23.5042778,90.9354163,8,,LRP063
N1,1000475,link,link 417,23.5055278,90.9257216,998,,LRP062
N1,1000476,link,link 418,23.5057222,90.9160278,989,,LRP061
N1,1000477,link,link 419,23.50575,90.91525,79,,LRP060a
N1,1000478,link,link 420,23.5062778,90.9063889,905,,LRP060
N1,1000479,link,link 421,23.5056389,90.8966108,1000,,LRP059
N1,1000480,link,link 422,23.5056111,90.8958886,74,,LRP058a
N1,1000481,link,link 423,23.506,90.8869163,916,,LRP058
N1,1000482,link,link 424,23.5088056,90.8778604,975,,LRP057
N1,1000483,link,link 425,23.5126667,90.871416,785,,LRP056c
N1,1000484,link,link 426,23.5131111,90.8706382,93,,LRP056b
N1,1000485,link,link 427,23.5133056,90.8703049,40,,LRP056a
N1,1000486,bridge,Bridge start,23.5133056,90.8703049,0,B,LRP056a
N1,1000487,link,link 428,23.5135833,90.8697771,62,,LRP056
N1,1000488,link,link 429,23.5170827,90.8607778,997,,LRP055
N1,1000489,link,link 430,23.5174993,90.8513889,958,,LRP054
N1,1000490,link,link 431,23.523166,90.8438886,991,,LRP053
N1,1000491,link,link 432,23.5270549,90.8391386,649,,LRP052a
N1,1000492,link,link 433,23.5292216,90.8365274,359,,LRP052
N1,1000493,link,link 434,23.5344997,90.8287216,989,,LRP051
N1,1000494,link,link 435,23.5347219,90.8251104,369,,LRP050b
N1,1000495,link,link 436,23.5346663,90.8249716,15,,LRP050a
N1,1000496,bridge,Bridge start,23.5346663,90.8249716,0,B,LRP050a
N1,1000497,link,link 437,23.5332493,90.8194716,582,,LRP050
N1,1000498,link,link 438,23.5316382,90.8099167,990,,LRP049
N1,1000499,link,link 439,23.530916,90.8043611,572,,LRP048b
N1,1000500,link,link 440,23.5308882,90.8041389,23,,LRP048a
N1,1000501,bridge,Bridge start,23.5308882,90.8041389,0,B,LRP048a
N1,1000502,link,link 441,23.5308604,90.8002222,399,,LRP048
N1,1000503,link,link 442,23.5306938,90.7924441,793,,LRP047a
N1,1000504,link,link 443,23.531166,90.7907219,183,,LRP047
N1,1000505,link,link 444,23.5312216,90.7895552,119,,LRP046c
N1,1000506,link,link 445,23.530666,90.7821938,753,,LRP046b
N1,1000507,link,link 446,23.5307493,90.7816104,60,,LRP046a
N1,1000508,link,link 447,23.5308049,90.7811104,51,,LRP046
N1,1000509,link,link 448,23.5304993,90.7731104,816,,LRP045a
N1,1000510,link,link 449,23.5304438,90.7713049,184,,LRP045
N1,1000511,link,link 450,23.5299993,90.7615,1001,,LRP044
N1,1000512,link,link 451,23.529416,90.75175,996,,LRP043
N1,1000513,link,link 452,23.5293882,90.7515833,17,,LRP042b
N1,1000514,link,link 453,23.5293882,90.7514167,17,,LRP042a
N1,1000515,bridge,Bridge start,23.5293882,90.7514167,0,B,LRP042a
N1,1000516,link,link 454,23.5289993,90.7419441,967,,LRP042
N1,1000517,link,link 455,23.528916,90.7356108,646,,LRP041
N1,1000518,link,link 456,23.5327216,90.7269993,975,,LRP040
N1,1000519,link,link 457,23.5322346,90.7226298386,449,,LRP039a
N1,1000520,link,link 458,23.5317216,90.7180271,473,,LRP039
N1,1000521,link,link 459,23.5315827,90.7176104,45,,LRP038e
N1,1000522,link,link 460,23.5315271,90.7173604,26,,LRP038d
N1,1000523,bridge,Bridge start,23.5315271,90.7173604,0,B,LRP038d
N1,1000524,link,link 461,23.5314716,90.7172216,15,,LRP038c
N1,1000525,link,link 462,23.5313882,90.7153611,190,,LRP038b
N1,1000526,link,link 463,23.5307771,90.7090278,649,,LRP038a
N1,1000527,link,link 464,23.5307493,90.7082778,77,,LRP038
N1,1000528,link,link 465,23.5301382,90.6984997,999,,LRP037
N1,1000529,link,link 466,23.529916,90.6952219,335,,LRP036a
N1,1000530,link,link 467,23.5301938,90.688833,652,,LRP036
N1,1000531,link,link 468,23.5341386,90.6843052,637,,LRP035c
N1,1000532,link,link 469,23.5358608,90.6823604,276,,LRP035b
N1,1000533,link,link 470,23.536083,90.6821382,34,,LRP035a
N1,1000534,bridge,Bridge start,23.536083,90.6821382,0,B,LRP035a
N1,1000535,link,link 471,23.5362497,90.681916,29,,LRP035
N1,1000536,link,link 472,23.542583,90.6749438,1001,,LRP034
N1,1000537,link,link 473,23.5442219,90.6731104,261,,LRP033c
N1,1000538,link,link 474,23.5469441,90.6699993,438,,LRP033b
N1,1000539,link,link 475,23.5474163,90.6694438,77,,LRP033a
N1,1000540,bridge,NOYAPARA,23.5474163,90.6694438,5,A,LRP033a
N1,1000541,link,link 476,23.5487497,90.6678327,221,,LRP033
N1,1000542,link,link 477,23.5523333,90.6636667,582,,LRP032a
N1,1000543,link,link 478,23.5538056,90.6619722,238,,LRP032
N1,1000544,link,link 479,23.5562222,90.6591389,394,,LRP031c
N1,1000545,link,link 480,23.5564444,90.6588611,38,,LRP031b
N1,1000546,bridge,Bhaber char Bridge(R),23.5564444,90.6588611,30,A,LRP031b
N1,1000547,link,link 481,23.5590278,90.6559444,413,,LRP031a
N1,1000548,link,link 482,23.5599722,90.6548056,157,,LRP031
N1,1000549,link,link 483,23.5602222,90.6545,42,,LRP030d
N1,1000550,link,link 484,23.5604167,90.6542222,36,,LRP030c
N1,1000551,bridge,Bridge start,23.56205555,90.65234720000001,0,B,LRP030c
N1,1000552,link,link 485,23.5636944,90.6504722,0,,LRP030b
N1,1000553,link,link 486,23.5639167,90.6501944,38,,LRP030a
N1,1000554,bridge,Bridge start,23.5639167,90.6501944,0,B,LRP030a
N1,1000555,link,link 487,23.5666111,90.6481663,364,,LRP030
N1,1000556,link,link 488,23.5718327,90.6453052,650,,LRP029b
N1,1000557,link,link 489,23.572166,90.6451108,42,,LRP029a
N1,1000558,bridge,Anarpara Bridge (R),23.572166,90.6451108,30,A,LRP029a
N1,1000559,link,link 490,23.5745271,90.6436941,300,,LRP029
N1,1000560,link,link 491,23.5776104,90.6421108,379,,LRP028c
N1,1000561,link,link 492,23.577916,90.6419719,37,,LRP028b
N1,1000562,link,link 493,23.5825827,90.6381386,650,,LRP028a
N1,1000563,bridge,Bridge end,23.5825827,90.6381386,0,B,LRP028a
N1,1000564,link,link 494,23.5828327,90.6378886,38,,LRP028
N1,1000565,link,link 495,23.5837497,90.6369441,140,,LRP027a
N1,1000566,link,link 496,23.5896108,90.6313882,863,,LRP027
N1,1000567,link,link 497,23.5917497,90.6293327,317,,LRP026b
N1,1000568,link,link 498,23.5959441,90.6246938,664,,LRP026a
N1,1000569,link,link 499,23.5959997,90.624666,7,,LRP026
N1,1000570,link,link 500,23.6009444,90.6165556,993,,LRP025
N1,1000571,link,link 501,23.6018611,90.6159722,118,,LRP024a
N1,1000572,link,link 502,23.609,90.6124722,870,,LRP024
N1,1000573,link,link 503,23.6095556,90.6121944,68,,LRP023a
N1,1000574,link,link 504,23.6173604,90.6096944,904,,LRP023
N1,1000575,link,link 505,23.6195271,90.6085833,266,,LRP022d
N1,1000576,link,link 506,23.6204716,90.6079722,122,,LRP022c
N1,1000577,bridge,Bridge start,23.62148545,90.6073333,0,B,LRP022c
N1,1000578,link,link 507,23.6224993,90.6066944,0,,LRP022b
N1,1000579,link,link 508,23.6242216,90.6055278,225,,LRP022a
N1,1000580,bridge,Bridge start,23.6242216,90.6055278,0,B,LRP022a
N1,1000581,link,link 509,23.6252216,90.6049722,125,,LRP022
N1,1000582,link,link 510,23.6262771,90.6042222,140,,LRP021a
N1,1000583,link,link 511,23.6330549,90.5982774,967,,LRP021
N1,1000584,link,link 512,23.6335552,90.5976941,81,,LRP020c
N1,1000585,link,link 513,23.6341108,90.5970274,92,,LRP020b
N1,1000586,bridge,SHADIPUR BOX CULVERT,23.6341108,90.5970274,10,B,LRP020b
N1,1000587,link,link 514,23.6358608,90.5948052,299,,LRP020a
N1,1000588,link,link 515,23.6396941,90.5927219,476,,LRP020
N1,1000589,link,link 516,23.6397497,90.5926941,7,,LRP019b
N1,1000590,link,link 517,23.6449441,90.5899163,643,,LRP019a
N1,1000591,link,link 518,23.6476108,90.588083,350,,LRP019
N1,1000592,link,link 519,23.6506944,90.5829993,621,,LRP018b
N1,1000593,link,link 520,23.6508889,90.5826382,43,,LRP018a
N1,1000594,bridge,DARIKANDI BRIDGE (R),23.6508889,90.5826382,20,B,LRP018a
N1,1000595,link,link 521,23.6525278,90.5798882,334,,LRP018
N1,1000596,link,link 522,23.6539167,90.5774993,288,,LRP017d
N1,1000597,link,link 523,23.6540556,90.5772771,27,,LRP017c
N1,1000598,bridge,LANGOLBANDO PC GIDER BRIDGE,23.65498615,90.57590210000001,160,B,LRP017c
N1,1000599,link,link 524,23.6559167,90.5745271,0,,LRP017b
N1,1000600,link,link 525,23.6559722,90.5743327,21,,LRP017a
N1,1000601,bridge,Bridge start,23.6559722,90.5743327,0,B,LRP017a
N1,1000602,link,link 526,23.6575,90.5719716,294,,LRP017
N1,1000603,link,link 527,23.6583056,90.5709993,134,,LRP016c
N1,1000604,link,link 528,23.6591111,90.5697216,158,,LRP016b
N1,1000605,bridge,Langalbandhu bridge,23.6591111,90.5697216,0,B,LRP016b
N1,1000606,link,link 529,23.6604167,90.5671104,303,,LRP016a
N1,1000607,link,link 530,23.6628333,90.5641111,407,,LRP016
N1,1000608,link,link 531,23.6705827,90.5599722,959,,LRP015a
N1,1000609,link,link 532,23.670916,90.5597778,42,,LRP015
N1,1000610,link,link 533,23.678166,90.5556111,911,,LRP014
N1,1000611,link,link 534,23.6854997,90.5512778,927,,LRP013a
N1,1000612,bridge,MADAN PUR (R),23.6854997,90.5512778,26,A,LRP013a
N1,1000613,link,link 535,23.6865274,90.5504167,144,,LRP013
N1,1000614,link,link 536,23.6904163,90.546583,583,,LRP012c
N1,1000615,link,link 537,23.6910552,90.5451386,163,,LRP012b
N1,1000616,link,link 538,23.6911108,90.5448886,26,,LRP012a
N1,1000617,bridge,NAYABARI BOX CULVERT,23.6911108,90.5448886,11,B,LRP012a
N1,1000618,link,link 539,23.6918052,90.5426108,244,,LRP012
N1,1000619,link,link 540,23.6922774,90.5410552,167,,LRP011b
N1,1000620,bridge,NAYABARI KASPUR BOX CULVERT,23.6922774,90.5410552,8,A,LRP011b
N1,1000621,link,link 541,23.6943608,90.5376108,420,,LRP011a
N1,1000622,bridge,NOYAPARA CULVERT,23.6943608,90.5376108,6,A,LRP011a
N1,1000623,link,link 542,23.6966386,90.5348052,382,,LRP011
N1,1000624,link,link 543,23.6974163,90.5337774,136,,LRP010c
N1,1000625,link,link 544,23.6998608,90.5307216,413,,LRP010b
N1,1000626,link,link 545,23.7015278,90.5281938,317,,LRP010a
N1,1000627,link,link 546,23.7025278,90.5273882,138,,LRP010
N1,1000628,link,link 547,23.7060833,90.5215271,716,,LRP009a
N1,1000629,link,link 548,23.7050278,90.5193327,252,,LRP009
N1,1000630,link,link 549,23.7045833,90.5188327,71,,LRP008b
N1,1000631,link,link 550,23.7021111,90.5157778,415,,LRP008a
N1,1000632,bridge,Kachpur bridge,23.7021111,90.5157778,0,B,LRP008a
N1,1000633,link,link 551,23.7020556,90.5157222,8,,LRP008
N1,1000634,link,link 552,23.6979163,90.5092778,801,,LRP007a
N1,1000635,link,link 553,23.697333,90.50775,169,,LRP007
N1,1000636,link,link 554,23.6959163,90.4981941,986,,LRP006
N1,1000637,link,link 555,23.6947497,90.4884997,996,,LRP005
N1,1000638,link,link 556,23.6938052,90.4805271,819,,LRP004a
N1,1000639,link,link 557,23.6936108,90.4787771,179,,LRP004
N1,1000640,link,link 558,23.693833,90.4691382,982,,LRP003
N1,1000641,link,link 559,23.6973608,90.4616667,856,,LRP002a
N1,1000642,link,link 560,23.6978886,90.4605833,125,,LRP002
N1,1000643,link,link 561,23.7021389,90.4519722,996,,LRP001
N1,1000644,link,link 562,23.7027778,90.4504722,168,,LRPSb
N1,1000645,link,link 563,23.7029167,90.4504167,16,,LRPSa
N1,1000646,sink,sink,23.7060278,90.443333,800,,LRPS
